,Unnamed: 0,Video ID,Title,Duration,Upload Date,authorDisplayName,date,likeCount,comment,comment_en,roberta_negative,roberta_neutral,roberta_positive,roberta_label,roberta_polarity,vader_negative,vader_neutral,vader_positive,compound,vader_label,vader_polarity
2510,2510,DWkjqnNE-p0,Step into unreal speed with the Kylian Mbappé⚡️ Mercurial | Nike Football,14.0,30.08.2023,@Supersoy-vj2tx,30.08.2023,12.0,Kylian Mbappe ❤⚡⚡⚡⚡⚡⚡⚡⚡,Kylian Mbappe ❤⚡⚡⚡⚡⚡⚡⚡⚡,0.003952437,0.04353606,0.95251155,positive,0.73913,0.0,0.819,0.181,0.6369,neutral,0.17904898259636912
2511,2511,DWkjqnNE-p0,Step into unreal speed with the Kylian Mbappé⚡️ Mercurial | Nike Football,14.0,30.08.2023,@EPSELA,30.08.2023,3.0,Liverpool,Liverpool,0.050670125,0.55765694,0.3916729,neutral,0.32837236,0.0,1.0,0.0,0.0,neutral,0.0
2512,2512,DWkjqnNE-p0,Step into unreal speed with the Kylian Mbappé⚡️ Mercurial | Nike Football,14.0,30.08.2023,@EPSELA,30.08.2023,2.0,😮bro join,😮bro join,0.09302862,0.68564475,0.22132665,neutral,0.12759869,0.0,0.645,0.355,0.296,neutral,0.34080231961773716
2513,2513,DWkjqnNE-p0,Step into unreal speed with the Kylian Mbappé⚡️ Mercurial | Nike Football,14.0,30.08.2023,@EPSELA,30.08.2023,0.0,😮,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2514,2514,DWkjqnNE-p0,Step into unreal speed with the Kylian Mbappé⚡️ Mercurial | Nike Football,14.0,30.08.2023,@kapildevrajput9111,30.08.2023,9.0,Amazing shoes ❤❤,Amazing shoes ❤❤,0.006204337,0.01706877,0.9767269,positive,0.7489338,0.0,0.197,0.803,0.9217,positive,0.6657105963034666
2515,2515,DWkjqnNE-p0,Step into unreal speed with the Kylian Mbappé⚡️ Mercurial | Nike Football,14.0,30.08.2023,@prod.a.i.m.,30.08.2023,2.0,99 pace who?,99 pace who?,0.071789645,0.86822164,0.0599887,neutral,-0.011800397,0.0,1.0,0.0,0.0,neutral,0.0
2516,2516,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@stephaniemoukouri8929,11.01.2025,0.0,❤❤❤❤,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2517,2517,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@mahdihussainizada4556,28.11.2024,0.0,Offside,Offside,0.16192314,0.6938631,0.14421372,neutral,-0.017707568,0.0,1.0,0.0,0.0,neutral,0.0
2518,2518,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@RapxPhonk,16.05.2024,0.0,I want the football where can i buy or what&#39;s the name of football (not the shoes),I want the football where can i buy or what&#39;s the name of football (not the shoes),0.1538405,0.7031423,0.14301711,neutral,-0.010822961,0.0,0.925,0.075,0.0772,neutral,0.07485969068749909
2519,2519,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@Sebastian.C16,17.02.2024,0.0,Za best,Za best,0.029950228,0.18348595,0.7865638,positive,0.63907796,0.0,0.192,0.808,0.6369,positive,0.6684854838291419
2520,2520,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@IlazCabra,25.12.2023,0.0,I love you mbappe .<br>2023 you are the new goat,I love you mbappe .<br>2023 you are the new goat,0.0024182773,0.009563442,0.9880183,positive,0.7554799,0.0,0.682,0.318,0.6369,neutral,0.30769739257062206
2521,2521,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@Valeria-q6o,21.12.2023,0.0,The fastest turtle,The fastest turtle,0.013630782,0.18954037,0.79682887,positive,0.65453845,0.0,1.0,0.0,0.0,neutral,0.0
2522,2522,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@marinelaplatin8058,08.12.2023,0.0,😮,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2523,2523,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@MrSpeakerProMan,03.12.2023,0.0,lol he’s so fast,lol he’s so fast,0.011811098,0.09786726,0.8903217,positive,0.7056724,0.0,0.517,0.483,0.4215,neutral,0.4486429908467973
2524,2524,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@fcgamer1221,06.11.2023,0.0,Mbappè can you pin,Mbapp on,0.027492061,0.7227978,0.2497101,neutral,0.2186311,0.0,1.0,0.0,0.0,neutral,0.0
2525,2525,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@Anotida11,01.11.2023,3.0,Was that Jeremy lynch,Was that Jeremy lynch,0.118158855,0.8299331,0.051908046,neutral,-0.06615405,0.0,1.0,0.0,0.0,neutral,0.0
2526,2526,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@NadegeGauclain,25.10.2023,0.0,😂trop bien,😂Trop well,0.034884084,0.43648878,0.52862716,positive,0.4571822,0.237,0.5,0.263,0.0516,neutral,0.02599414291708348
2527,2527,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@MartinaHudecova-zp4pm,18.10.2023,0.0,❤❤❤❤,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2528,2528,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@YvOnNe-tr4by,10.09.2023,5.0,Kylian mon roi 😍,Kylian my king 😍,0.003995327,0.03982006,0.9561847,positive,0.7407726,0.0,0.667,0.333,0.4588,neutral,0.3212138289885354
2529,2529,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@НурбекУтепбергенов-в8я,09.09.2023,0.0,Ешак😅,Fry,0.08192474,0.5918797,0.32619557,neutral,0.23952565,0.0,1.0,0.0,0.0,neutral,0.0
2530,2530,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@684yousuf,04.09.2023,14.0,the ninja turtle got some speeeeeeeeeeed,the ninja turtle got some speeeeeeeeeeed,0.05395132,0.7558044,0.19024424,neutral,0.13545524,0.0,1.0,0.0,0.0,neutral,0.0
2531,2531,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@godricjacob3660,03.09.2023,2.0,😂😂😂😂 wow he is so fast football is not ready,😂😂😂😂 wow he is so fast football is not ready,0.021058973,0.10018905,0.87875193,positive,0.6950671,0.204,0.398,0.398,0.923,neutral,0.1916022948868966
2532,2532,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@SJELACOUSTIC,03.09.2023,41.0,He is too fast guys😂😂,He is too fast guys😂😂,0.05186985,0.3643482,0.58378196,positive,0.48684135,0.17,0.491,0.339,0.7003,neutral,0.16740923473678515
2533,2533,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@DutchChristianBoy7,02.09.2023,3.0,he is too cool,he is too cool,0.011317909,0.024581825,0.9641003,positive,0.7410401,0.0,0.566,0.434,0.3182,neutral,0.4086587385110535
2534,2534,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@philoutabet4,29.08.2023,2.0,😂😂😂,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2535,2535,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@Supersoy-vj2tx,29.08.2023,5.0,Oui kyllyan,Yes Kyllyan,0.025602223,0.7058757,0.26852205,neutral,0.23825175,0.0,0.27,0.73,0.4019,positive,0.6230653495723611
2536,2536,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@Supersoy-vj2tx,29.08.2023,3.0,So good 😂😂😂😂😂😂😂😂😂😂,So good 😂😂😂😂😂😂😂😂😂😂,0.010671224,0.05758076,0.931748,positive,0.7264064,0.208,0.34,0.452,0.9837,positive,0.23927034081435633
2537,2537,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@genericname110,29.08.2023,18.0,"heres a little helpful hint to the Nike Marketing team.<br><br>the old Nike ads that showed legends doing incredible things (crossbar challenge for example).. it looked real, it was convincing. this isnt. this is like cartoon level stuff. the oldschool videos were believable. like CCTV looking footage of a legend like beckham hitting the crossbar off a volley 7x in a row. obviously fake but it looked real.","heres a little helpful hint to the Nike Marketing team.<br><br>the old Nike ads that showed legends doing incredible things (crossbar challenge for example).. it looked real, it was convincing. this isnt. this is like cartoon level stuff. the oldschool videos were believable. like CCTV looking footage of a legend like beckham hitting the crossbar off a volley 7x in a row. obviously fake but it looked real.",0.13507587,0.5866701,0.278254,neutral,0.14220771,0.05,0.833,0.116,0.4177,neutral,0.06590433468379006
2538,2538,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@FernandaoliveiraCamargo,29.08.2023,3.0,❤❤❤❤👏👏👏👏,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2539,2539,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@얼레-o9n,29.08.2023,3.0,❤️❤️,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2540,2540,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@anagh3124,29.08.2023,4.0,first to comment I think,first to comment I think,0.030528689,0.8952919,0.074179456,neutral,0.043623067,0.0,1.0,0.0,0.0,neutral,0.0
2541,2541,vVfToZtHzFU,Modern technology not keeping up with unreal speed 🎬 🏃 | Nike Football,22.0,29.08.2023,@zzzzzzzzzzzz-d7p,29.08.2023,8.0,Yessir ❤❤🎉🎉,Yessir ❤❤🎉🎉,0.0024078311,0.008818839,0.9887734,positive,0.7558083,0.0,0.266,0.734,0.93,positive,0.6255064110706863
2542,2542,FrCaqQ0yYJc,TFW Crystal Dunn ⚽ 🇺🇸 Surprises Your Crew | Nike Football #nikefootball #nikefc,61.0,25.08.2023,@DanielaRojas-ei3gh,09.05.2024,0.0,Yeah players crazy I&#39;m football oh here 😂❤️ in the world nike fam by you hhh,Yeah players crazy I&#39;m football oh here 😂❤️ in the world nike fam by you hhh,0.006174134,0.056130096,0.9376958,positive,0.73130256,0.152,0.636,0.212,0.4019,neutral,0.059928103529143496
2543,2543,FrCaqQ0yYJc,TFW Crystal Dunn ⚽ 🇺🇸 Surprises Your Crew | Nike Football #nikefootball #nikefc,61.0,25.08.2023,@JuanCarlosSanchez-nl2iy,10.10.2023,0.0,"🇺🇸wow very creative , I love the brand.","🇺🇸wow very creative , I love the brand.",0.003849871,0.011257706,0.98489237,positive,0.75351685,0.0,0.448,0.552,0.8122,positive,0.5020176692139926
2544,2544,FrCaqQ0yYJc,TFW Crystal Dunn ⚽ 🇺🇸 Surprises Your Crew | Nike Football #nikefootball #nikefc,61.0,25.08.2023,@LinhLinh-p9c,28.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2545,2545,FrCaqQ0yYJc,TFW Crystal Dunn ⚽ 🇺🇸 Surprises Your Crew | Nike Football #nikefootball #nikefc,61.0,25.08.2023,@ThaoNguyen-dt9ph,28.08.2023,0.0,Tôi rất thích thương hieu này,I really like this love,0.005377325,0.024273815,0.9703489,positive,0.74648625,0.0,0.27,0.73,0.8451,positive,0.6230653495723611
2546,2546,pQ6EOMWR36o,Tiempo 10 | Anywhere. Anytime. Touch. 🤌,33.0,23.08.2023,@HendraCipta-r2v,18.06.2024,0.0,Good nice,Good nice,0.018135743,0.08837358,0.8934907,positive,0.70408463,0.0,0.0,1.0,0.6908,positive,0.7615941559557649
2547,2547,pQ6EOMWR36o,Tiempo 10 | Anywhere. Anytime. Touch. 🤌,33.0,23.08.2023,@MakoMutarisi-jk2bs,29.09.2023,0.0,Mice,Mice,0.13737343,0.6817136,0.18091291,neutral,0.043511987,0.0,1.0,0.0,0.0,neutral,0.0
2548,2548,pQ6EOMWR36o,Tiempo 10 | Anywhere. Anytime. Touch. 🤌,33.0,23.08.2023,@FernandaoliveiraCamargo,23.08.2023,0.0,❤❤❤,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2549,2549,86Ls4xl7VFU,Grace Geyoro ⚽🇫🇷 Surprises️ Crew | Nike Football,60.0,12.08.2023,@FernandaoliveiraCamargo,12.08.2023,0.0,❤❤❤❤,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2550,2550,86Ls4xl7VFU,Grace Geyoro ⚽🇫🇷 Surprises️ Crew | Nike Football,60.0,12.08.2023,@Barca_fanforever,12.08.2023,1.0,Niceee,Niceee,0.01621703,0.07544102,0.90834194,positive,0.7124417,0.0,1.0,0.0,0.0,neutral,0.0
2551,2551,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@fredericcjm7,24.07.2024,0.0,W ad,W ad,0.15302174,0.6620537,0.18492456,neutral,0.031892,0.0,1.0,0.0,0.0,neutral,0.0
2552,2552,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@luizarquimedesdutrafrontal1294,25.09.2023,0.0,Parece muito confortavel,It looks very comfortable,0.0062875347,0.055095937,0.9386165,positive,0.7316779,0.0,0.455,0.545,0.5563,positive,0.49676344321412846
2553,2553,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@luizarquimedesdutrafrontal1294,25.09.2023,0.0,Tem semblante de felicidade,Has a happiness countenance,0.014581676,0.1855361,0.79988223,positive,0.6557386,0.0,0.455,0.545,0.5574,positive,0.49676344321412846
2554,2554,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@tranduong3016,06.09.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2555,2555,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@maipham8173,03.09.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2556,2556,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@hoanghiep11entertainment,02.09.2023,1.0,tôi rât thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2557,2557,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@MaiHuynh-vp5lq,02.09.2023,0.0,tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2558,2558,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@thiyenam1803,01.09.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2559,2559,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@trantu-z5d,31.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2560,2560,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@thuphu-x1y,31.08.2023,0.0,tôi rất thích video,I really like videos,0.005604185,0.07634928,0.91804653,positive,0.72230244,0.0,0.518,0.482,0.4201,neutral,0.4478439131457828
2561,2561,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@TuanAnh-e6o,29.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2562,2562,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@thunguyenvan3331,28.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2563,2563,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@HàMyTrầnThị-v7t,28.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2564,2564,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@atxuan1505,28.08.2023,1.0,Toi thich thuong hieu nay,I like this brand,0.006758387,0.06673662,0.926505,positive,0.7257775,0.0,0.545,0.455,0.3612,neutral,0.42600032550456335
2565,2565,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@huelinh3362,28.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2566,2566,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@TuLe-jc6ny,28.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2567,2567,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@hienlang2836,28.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2568,2568,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@NghiemNguyenvan-nx5pc,28.08.2023,0.0,tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2569,2569,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@quynhquang8877,28.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2570,2570,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@NgocNhiKim-z7k,27.08.2023,1.0,"Tôi và những người bạn của tôi, rất thích thương hiệu này","Me and my friends, I really like this brand",0.0031490303,0.018980952,0.97787,positive,0.7507715,0.0,0.543,0.457,0.7089,neutral,0.4276359771927319
2571,2571,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@sangphamthi2714,27.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2572,2572,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@sangphamthi2714,27.08.2023,1.0,Tôi rất thích video này,I really like this video,0.0035521288,0.024027824,0.9724201,positive,0.7482064,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2573,2573,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@tienkieu2170,26.08.2023,0.0,Mình rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2574,2574,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@truongtruong4188,26.08.2023,1.0,Mình rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2575,2575,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@duduc4135,25.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2576,2576,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@nhungtruong8957,22.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2577,2577,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@DiepHathi-hd6fq,22.08.2023,0.0,Tôi thích vd này,I like this VD,0.0035575312,0.03723183,0.95921063,positive,0.7423317,0.0,0.545,0.455,0.3612,neutral,0.42600032550456335
2578,2578,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@ThuHienNongThi-ro1wp,22.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2579,2579,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@HoanKim-x3d,22.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2580,2580,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@huyennguyen-kq9bj,22.08.2023,1.0,Tôi rất thích,I like it so much,0.0056488332,0.021732185,0.97261894,positive,0.74736977,0.0,0.615,0.385,0.3612,neutral,0.3670417874726313
2581,2581,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@HangLe-ke7ou,22.08.2023,1.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2582,2582,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@ThiLeChiDinh-y9t,22.08.2023,1.0,toi rat thich thuong hieu nay,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2583,2583,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@truongngoc4210,22.08.2023,0.0,Tôi rất thích thươg hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2584,2584,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@HienDothu-hu6gr,22.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2585,2585,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@LệTrương-h3k,22.08.2023,0.0,Tôi rất thích thương hiệu này,I really like this brand,0.004442907,0.022545937,0.9730111,positive,0.7480744,0.0,0.589,0.411,0.4201,neutral,0.3893214391901936
2586,2586,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@taofanarchy96-renzomaracas14,14.08.2023,2.0," http 🎵”Building up the suspense” 🎶<br>That was certainly what Australia felt during that TWENTY shots shootout.<br>I have actually a bet on a Sweden-England final, and England to win it.<br>But if I was you (even if I lose money), I would <b>not underestimate the Ma(‘)til(it’s done)das.</b>","http 🎵”Building up the suspense” 🎶<br>That was certainly what Australia felt during that TWENTY shots shootout.<br>I have actually a bet on a Sweden-England final, and England to win it.<br>But if I was you (even if I lose money), I would <b>not underestimate the Ma(‘)til(it’s done)das.</b>",0.073683836,0.7230933,0.20322289,neutral,0.1288193,0.091,0.795,0.115,0.3182,neutral,0.023995393061435742
2587,2587,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@efkanatay8865,11.08.2023,0.0,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2588,2588,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@elcomentarista7899,10.08.2023,0.0,Porque sacan más chicas blancas que chicas negras. Pero si fuesen los varones ahí no sacan a ningún blanco,Because they get more white girls than black girls. But if they were the men there they do not get any target,0.36003634,0.608465,0.03149859,neutral,-0.3172063,0.0,1.0,0.0,0.0,neutral,0.0
2589,2589,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@genericname110,10.08.2023,0.0,"this whole womens empowerment thing is getting kinda old.. you&#39;ve been doing it for the past 15+ years now.. perhaps try something different - or try an advertisement to appeals to; i dont know.. the other 50% of the population..<br><br>basic logic. alienate 50% of your target market by pushing this woman heavy agenda in a world where women are literally cherished. try something new. try taking a go pro into africa and finding all the men putting in ridiculous hours of hard labour. focus around determination, persistance and overcoming adversity.<br><br>but i guess this whole &quot;yay women&quot; thing is better..","this whole womens empowerment thing is getting kinda old.. you&#39;ve been doing it for the past 15+ years now.. perhaps try something different - or try an advertisement to appeals to; i dont know.. the other 50% of the population..<br><br>basic logic. alienate 50% of your target market by pushing this woman heavy agenda in a world where women are literally cherished. try something new. try taking a go pro into africa and finding all the men putting in ridiculous hours of hard labour. focus around determination, persistance and overcoming adversity.<br><br>but i guess this whole &quot;yay women&quot; thing is better..",0.59574866,0.35548854,0.0487628,negative,-0.4982578,0.037,0.88,0.083,0.7184,neutral,0.04596758210489664
2590,2590,-5GfaZ_Wxkk,Show the World Your Victory | Nike Football,61.0,10.08.2023,@rounak_editx,10.08.2023,1.0,❤🔥💪🏻,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2591,2591,TObKF10ffo0,Joga Pra Sempre | Brazil Women's National Football Team | Nike Football,61.0,02.08.2023,@dorbychow5553,18.08.2024,0.0,❤❤❤,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
2592,2592,TObKF10ffo0,Joga Pra Sempre | Brazil Women's National Football Team | Nike Football,61.0,02.08.2023,@r.f.9872,04.07.2024,0.0,"Sorry, but change the entire marketing department, watch the 1998 football commercial","Sorry, but change the entire marketing department, watch the 1998 football commercial",0.6245681,0.33649307,0.038938873,negative,-0.52674484,0.095,0.905,0.0,-0.0387,neutral,-0.09471523628617855
